CVE,Vendor,Product,Name,Added,Description,Action,Due,RansomwareCampaign,Notes,CVSS2,CVSS3x,EPSS,Percentile,KEVPercentile
CVE-2020-8515,DrayTek,Multiple Vigor Routers,Multiple DrayTek Vigor Routers Web Management Page Vulnerability,11/3/2021,"DrayTek Vigor3900, Vigor2960, and Vigor300B routers contain an unspecified vulnerability that allows for remote code execution.",Apply updates per vendor instructions.,5/3/2022,Unknown,,10,9.8,0.97079,0.99725,1.00000
CVE-2018-7600,Drupal,Drupal Core,Drupal Core Remote Code Execution Vulnerability,11/3/2021,"Drupal Core contains a remote code execution vulnerability that could allow an attacker to exploit multiple attack vectors on a Drupal site, resulting in complete site compromise.",Apply updates per vendor instructions.,5/3/2022,Known,,7.5,9.8,0.97571,1.00000,1.00000
CVE-2021-22205,GitLab,Community and Enterprise Editions,GitLab Community and Enterprise Editions Remote Code Execution Vulnerability,11/3/2021,"GitHub Community and Enterprise Editions that utilize the ability to upload images through GitLab Workhorse are vulnerable to remote code execution. Workhorse passes image file extensions through ExifTool, which improperly validates the image files.",Apply updates per vendor instructions.,11/17/2021,Unknown,,7.5,10,0.97333,0.99870,1.00000
CVE-2018-6789,Exim,Exim,Exim Buffer Overflow Vulnerability,11/3/2021,Exim contains a buffer overflow vulnerability in the base64d function part of the SMTP listener that may allow for remote code execution.,Apply updates per vendor instructions.,5/3/2022,Known,,7.5,9.8,0.96862,0.99638,1.00000
CVE-2020-8657,EyesOfNetwork,EyesOfNetwork,EyesOfNetwork Use of Hard-Coded Credentials Vulnerability,11/3/2021,"EyesOfNetwork contains a use of hard-coded credentials vulnerability, as it uses the same API key by default. Exploitation allows an attacker to calculate or guess the admin access token.",Apply updates per vendor instructions.,5/3/2022,Unknown,,5,9.8,0.08425,0.93810,0.65054
CVE-2020-8655,EyesOfNetwork,EyesOfNetwork,EyesOfNetwork Improper Privilege Management Vulnerability,11/3/2021,EyesOfNetwork contains an improper privilege management vulnerability that may allow a user to run commands as root via a crafted Nmap Scripting Engine (NSE) script to nmap7.,Apply updates per vendor instructions.,5/3/2022,Unknown,,9.3,7.8,0.00383,0.70263,0.56814
CVE-2020-5902,F5,BIG-IP,F5 BIG-IP Traffic Management User Interface (TMUI) Remote Code Execution Vulnerability,11/3/2021,F5 BIG-IP Traffic Management User Interface (TMUI) contains a remote code execution vulnerability in undisclosed pages.,Apply updates per vendor instructions.,5/3/2022,Known,,10,9.8,0.97555,0.99998,1.00000
CVE-2021-22986,F5,BIG-IP and BIG-IQ Centralized Management,F5 BIG-IP and BIG-IQ Centralized Management iControl REST Remote Code Execution Vulnerability,11/3/2021,"F5 BIG-IP and BIG-IQ Centralized Management contain a remote code execution vulnerability in the iControl REST interface that allows unauthenticated attackers with network access to execute system commands, create or delete files, and disable services.",Apply updates per vendor instructions.,11/17/2021,Known,,10,9.8,0.97421,0.99924,1.00000
CVE-2021-35464,ForgeRock,Access Management (AM),ForgeRock Access Management (AM) Core Server Remote Code Execution Vulnerability,11/3/2021,"ForgeRock Access Management (AM) Core Server allows an attacker who sends a specially crafted HTTP request to one of three endpoints (/ccversion/Version, /ccversion/Masthead, or /ccversion/ButtonFrame) to execute code in the context of the current user (unless ForgeRock AM is running as root user, which the vendor does not recommend).",Apply updates per vendor instructions.,11/17/2021,Known,,10,9.8,0.97262,0.99823,1.00000
CVE-2019-5591,Fortinet,FortiOS,Fortinet FortiOS Default Configuration Vulnerability,11/3/2021,Fortinet FortiOS contains a default configuration vulnerability that may allow an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating the Lightweight Directory Access Protocol (LDAP) server.,Apply updates per vendor instructions.,5/3/2022,Unknown,,3.3,6.5,0.00234,0.61522,0.55421
CVE-2020-12812,Fortinet,FortiOS,Fortinet FortiOS SSL VPN Improper Authentication Vulnerability,11/3/2021,Fortinet FortiOS SSL VPN contains an improper authentication vulnerability that may allow a user to login successfully without being prompted for the second factor of authentication (FortiToken) if they change the case in their username.,Apply updates per vendor instructions.,5/3/2022,Known,,7.5,9.8,0.00555,0.75193,0.57475
CVE-2018-13379,Fortinet,FortiOS,Fortinet FortiOS SSL VPN Path Traversal Vulnerability,11/3/2021,Fortinet FortiOS SSL VPN web portal contains a path traversal vulnerability that may allow an unauthenticated attacker to download FortiOS system files through specially crafted HTTP resource requests.,Apply updates per vendor instructions.,5/3/2022,Known,,5,9.8,0.97305,0.99855,1.00000
CVE-2020-16010,Google,Chrome,Google Chrome for Android Heap Buffer Overflow Vulnerability,11/3/2021,"Google Chrome for Android contains a heap buffer overflow vulnerability that allows a remote attacker, who had compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page.",Apply updates per vendor instructions.,5/3/2022,Unknown,,6.8,8.8,0.00270,0.64486,0.55951
CVE-2020-15999,Google,Chrome,Google Chrome Heap Buffer Overflow Vulnerability,11/3/2021,"Google Chrome uses FreeType, an open-source software library to render fonts, which contains a heap buffer overflow vulnerability in the function Load_SBit_Png when processing PNG images embedded into fonts. This vulnerability is part of an exploit chain with CVE-2020-17087 on Windows and CVE-2020-16010 on Android.",Apply updates per vendor instructions.,11/17/2021,Unknown,,4.3,6.5,0.02809,0.89625,0.61582
CVE-2021-21166,Google,Chromium,Google Chromium Race Condition Vulnerability,11/3/2021,"Google Chromium contains a race condition vulnerability in audio which allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.03585,0.90739,0.61963
CVE-2020-16017,Google,Chrome,Google Chrome Use-After-Free Vulnerability,11/3/2021,"Google Chrome contains a use-after-free vulnerability within the site isolation component which allows a remote attacker, who had compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page.",Apply updates per vendor instructions.,5/3/2022,Unknown,,6.8,9.6,0.00229,0.61197,0.55398
CVE-2021-37976,Google,Chromium,Google Chromium Information Disclosure Vulnerability,11/3/2021,Google Chromium contains an information disclosure vulnerability within the core memory component which allows a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page.,Apply updates per vendor instructions.,11/17/2021,Unknown,,4.3,6.5,0.03145,0.90137,0.61659
CVE-2020-16009,Google,Chromium V8 Engine,Google Chromium V8 Type Confusion Vulnerability,11/3/2021,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,5/3/2022,Unknown,,6.8,8.8,0.82301,0.98133,1.00000
CVE-2021-30632,Google,Chromium V8 Engine,Google Chromium V8 Out-of-Bounds Write Vulnerability,11/3/2021,"Google Chromium V8 Engine contains an out-of-bounds write vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.66398,0.97639,1.00000
CVE-2020-16013,Google,Chromium V8 Engine,Google Chromium V8 Incorrect Implementation Vulnerabililty,11/3/2021,Google Chromium V8 Engine contains an incorrect implementation vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,5/3/2022,Unknown,,6.8,8.8,0.00374,0.69931,0.56785
CVE-2021-30633,Google,Chromium,Google Chromium Indexed DB API Use-After-Free Vulnerability,11/3/2021,"Google Chromium Indexed DB API contains a use-after-free vulnerability that allows a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,9.6,0.00437,0.72070,0.57194
CVE-2021-21148,Google,Chromium V8 Engine,Google Chromium V8 Heap Buffer Overflow Vulnerability,11/3/2021,"Google Chromium V8 Engine contains a heap buffer overflow vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.01647,0.86247,0.59516
CVE-2021-37973,Google,Chromium,Google Chromium Use-After-Free Vulnerability,11/3/2021,"Google Chromium Portals contains a use-after-free vulnerability that allows a remote attacker, who had compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,9.6,0.00555,0.75198,0.57476
CVE-2021-30551,Google,Chromium V8 Engine,Google Chromium V8 Type Confusion Vulnerability,11/3/2021,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.15848,0.95445,0.67793
CVE-2021-37975,Google,Chromium V8 Engine,Google Chromium V8 Use-After-Free Vulnerability,11/3/2021,"Google Chromium V8 Engine contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.07765,0.93570,0.64458
CVE-2020-6418,Google,Chromium V8 Engine,Google Chromium V8 Type Confusion Vulnerability,11/3/2021,Google Chromium V8 Engine contains a type confusion vulnerability allows a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,5/3/2022,Unknown,,6.8,8.8,0.97129,0.99752,1.00000
CVE-2021-30554,Google,Chromium,Google Chromium Use-After-Free Vulnerability,11/3/2021,"Google Chromium WebGL contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.02356,0.88726,0.60619
CVE-2021-21206,Google,Chromium,Google Chromium Use-After-Free Vulnerability,11/3/2021,"Google Chromium Blink contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.06263,0.92918,0.63840
CVE-2021-38000,Google,Chromium,Google Chromium Improper Input Validation Vulnerability,11/3/2021,"Google Chromium Intents contains an improper input validation vulnerability that allows a remote attacker to arbitrarily browser to a malicious URL via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,5.8,6.1,0.00404,0.71007,0.56870
CVE-2021-38003,Google,Chromium V8 Engine,Google Chromium V8 Memory Corruption Vulnerability,11/3/2021,"Google Chromium V8 Engine has a bug in JSON.stringify where the internal TheHole value can leak to script code causing memory corruption. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.01754,0.86653,0.59654
CVE-2021-21224,Google,Chromium V8 Engine,Google Chromium V8 Type Confusion Vulnerability,11/3/2021,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.71892,0.97796,1.00000
CVE-2021-21193,Google,Chromium,Google Chromium Blink Use-After-Free Vulnerability,11/3/2021,"Google Chromium Blink contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,11/17/2021,Unknown,,6.8,8.8,0.01051,0.82427,0.58504
